	user	text	location	date
326	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.89 $    (+0.08 %)
$ADA - 0.06 $    (+0.36 %)
$ETC - 5.72 $    (-0.02 %… https://t.co/LEUYU8XPoq"		2019-07-18 09:39:26
327	z_harriso	#binance and #BNB continue to grow in the long term forever, although some people might say when prices drop,… https://t.co/jh7spaFKEP	Earth	2019-07-18 09:33:46
328	GannMarkets	"Values of the highest market cap 10 Cryptocurrencies :
1. #btc $9721
2. #eth $213.863
3. #xrp $0.31270514
4. #ltc $… https://t.co/jpqBoYqKkZ"		2019-07-18 09:05:04
329	VelicFinancial	#BNB/#VELT #trading Pair is NOW available on the #velicexchange --&gt; https://t.co/fEG4ar7lQG …… https://t.co/z3iQcKAZzE		2019-07-18 09:01:33
330	coinstats	"BinanceCoin - BNB
Price: $28.13
Change in 1h: -0.93%
Market cap: $3,071,424,548.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-18 09:00:38
331	ScotList	Luxury Linens for hospitality industry accommodations inc eco luxury self-catering, B&amp;Bs, boutique hotels, lodges,… https://t.co/GjCB3q5Kc0	Scotland UK Worldwide	2019-07-18 09:00:00
332	247BidsHQ	"Kjones66 won 2,500 $EUNO for just $0.13!  
  
https://t.co/JxoTOFR4pX  
  
Want to be a winner?  
  
Come try your… https://t.co/tlMvIvW4Tt"		2019-07-18 08:58:04
333	vjbubu_	PURTIER PLACENTA SIXTH EDITION restock again!❤#BnB #BodyNBubu #BodyandBubu https://t.co/ZB7qiTxvrC #beritaviral… https://t.co/VjS6A5ctXJ	US: -1.615978,103.643210	2019-07-18 08:41:05
334	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.88 $    (-0.81 %)
$ADA - 0.06 $    (-1.26 %)
$ETC - 5.72 $    (-0.52 %… https://t.co/z5PzbDSm1B"		2019-07-18 08:39:13
335	vjbubu_	STAY YOUNG, show the real you without make up. Not edited, with PURTIER PLACENTA SIXTH EDITION #BnB #BodyNBubu… https://t.co/Ua2m3H8dFk	US: -1.615978,103.643210	2019-07-18 08:38:59
336	BoersenMedien	#Binance Coin #BNB drops -1.19% in one hour. #Bitcoin SV #BSV drops -1.14% in one hour. #Cardano #ADA drops -1.28% in one hour.	Berli	2019-07-18 08:38:02
337	_great_good	@binance So now we can short #BNB. Let the party begin.		2019-07-18 08:33:34
338	CoinoMonitor	Top12 from big coins: #XRP 0.72%, #USDT -0.02%, #BNB -0.18%, #TRX -0.36%, #LTC -0.45%, #ETH -0.51%, #BCH -0.55%,… https://t.co/IxYWQwO3VG		2019-07-18 08:33:01
339	VoCtpgC8Ki241Rg	"Dear stranger to you Salvation to me
#BTC #Bitcoin #Cryptocurrency #Crypto #BNB

1AcnZqfZWPqK8PcpfXxTTPCe4NXMb8x4DT https://t.co/ncbUXU9ZXA"		2019-07-18 08:30:02
340	aorabi85	#ALTCOINS are going up! Use https://t.co/I6fKs4Qg0V to find where CRYPTO MONEY is moving. Find coins with HIGH buye… https://t.co/v3ajRfRC3s		2019-07-18 08:05:14
341	CoinoMonitor	"Top growing coins at last 1h grouped by rank 
1-20: #EMPR 85.27%, #NEO 2.35%, #BNB 1.52%, #XRP 0.72%, #LEO 0.08%
20… https://t.co/qok5l2TZBq"		2019-07-18 08:05:04
342	coinstats	"BinanceCoin - BNB
Price: $28.53
Change in 1h: +2.06%
Market cap: $3,115,200,766.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-18 08:00:38
343	ElohimGolden	Most know #Ethereum #NEO #Cardano #EOS #BNB as building platforms. But many have scalability issues or are not true… https://t.co/HMjforwu5y		2019-07-18 08:00:26
344	bnbtoken	"ℹBinance Exchange Infoℹ
💰 BNB Price [USD]: $29.14
📊 Trading Volume [24h]: $2,248,222,091
💥 Active Tradingpairs: 522… https://t.co/5kYrOEzQKy"	Moon	2019-07-18 08:00:02
345	bitcoin_fann	"SegWit Explained // PL
https://t.co/RUXOiGZvM4
#tether #bitcoin #blockchain #cryptocurrency #cryptocurrencies… https://t.co/jTjKr7vMhO"		2019-07-18 07:57:32
346	cryptoPvT	#BNB #Binance maybe it is just a simple thought. But if binance coin is on the rise for a wave 5. That means demand… https://t.co/Ytx3lNOUx0		2019-07-18 07:54:51
347	DigitalTermina1	"Price Analysis: #BTC, #ETH, #XRP, #LTC, #BCH, #EOS, #BNB, #BSV, #XLM, #TRX

https://t.co/1vYOdcBEHN https://t.co/FnYho2Wmo2"	Malta	2019-07-18 07:40:07
348	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.92 $   (-1.91 %)
$ADA - 0.06 $   (-0.88 %)
$ETC - 5.75 $   (-0.8 %)… https://t.co/ukDJQhEfga"		2019-07-18 07:39:00
349	BoersenMedien	#EOS #EOS drops -1.32% in one hour. #Binance Coin #BNB jumps 1.55% in one hour. #NEM #XEM drops -2.09% in one hour.	Berli	2019-07-18 07:38:03
350	ARafayGadit	#BNB leading the way.. @cz_binance all we want is an IEO announcement pls 🚀🚀❤️❤️🔥🔥 https://t.co/OgoMVGPbTy	Karachi, Pakistan	2019-07-18 07:32:00
351	Lulla48653507	I enjoyed #matic ride then #link and now #bnb $bnb ₹bnb this bnb ride will be huge this time @cz_binance		2019-07-18 07:22:39
352	YottaMatrix	"Current Price Of:
#BTC: $9912.0055885
#BCH: $300.344766332
#BNB: $28.0208744666
#TRX: $0.0237931574
#BTT: $0.0009342919"	Malta	2019-07-18 07:15:54
353	CoinoMonitor	"Top growing coins at last 1h grouped by rank 
1-20: #EMPR 85.27%, #LTC 2.28%, #NEO 1.9%, #BNB 1.67%, #TRX 1.34%
20-… https://t.co/gbB4KhkLlx"		2019-07-18 07:05:04
354	ADRTrading	#Trade #cryptocurrency with the ADR Trading Group 👨🏻‍💻 https://t.co/9IMfaEglP4 👩🏼‍💻 Make an informed decision and p… https://t.co/JBqEKbbJUz	London, England	2019-07-18 07:00:43
355	YottaMatrix	"Current Price Of:
#BTC: $9920.77543974
#BCH: $300.125236514
#BNB: $27.9030477534
#TRX: $0.0238174565
#BTT: $0.0009306446"	Malta	2019-07-18 07:00:38
356	coinstats	"BinanceCoin - BNB
Price: $27.92
Change in 1h: +1.24%
Market cap: $3,047,885,645.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-18 07:00:37
357	bnbtoken	"ℹBNB Market Updateℹ
💰 Price [USD]: $28.36
⚡ Price [BTC]: 0.00286
📈 1h: 1.47%
🌚 24h: 11.64%
📊 Volume: $459,629,764
💎… https://t.co/JAT8ZAuojp"	Moon	2019-07-18 07:00:07
358	Crypto_signals	"Scalping btc/usd i my favorite. 

#bitcoin #trading #BitcoinCash #bnb 
$bnb $dgb $sc $rdd $doge 
$neo $xvg $trx… https://t.co/9KMCAf97kj"		2019-07-18 06:59:06
359	tschakawaka	@Melt_Dem @RayDalio Makes absolutely perfect sense. But apart from equities I am holding gold-like digital assets 🤓… https://t.co/tNxleFHcro		2019-07-18 06:50:01
360	CRYPTO4X	"GV Fund created 17/07/2019 - this going to be really promissing during the #ALTSEASON 

I've few more tokens that I… https://t.co/cd6PIfkCN7"	Institutional Trader	2019-07-18 06:42:03
361	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.99 $   (+0.65 %)
$ADA - 0.06 $   (-0.23 %)
$ETC - 5.8 $    (+0.37 %)… https://t.co/P7bYt6hvTI"		2019-07-18 06:38:47
362	BoersenMedien	#Ethereum #ETH jumps 1.04% in one hour. #Litecoin #LTC jumps 2.09% in one hour. #Binance Coin #BNB jumps 1.06% in one hour.	Berli	2019-07-18 06:38:02
363	CoinoMonitor	Top12 from big coins: #LTC 0.96%, #BNB 0.9%, #XRP 0.72%, #ETH 0.47%, #TRX 0.39%, #BTC 0.21%, #BCH 0.17%, #EOS 0.06%… https://t.co/Jijxqg9BS0		2019-07-18 06:33:01
364	ErikTaban	"Only 4% of ‘top’ #altcoins did well vs #Bitcoin last year😱

#Chainlink is up 637%

#Holochain is up 97% 

#RVN is u… https://t.co/svvTuJ8HDn"	Melbourne, Victoria	2019-07-18 06:24:36
365	RandomHarvestSA	New stock of lovely bird feeders and really beautiful hand carved birds #randomharvest #indigenousplants… https://t.co/PLzINwO2Ly	Muldersdrift, South Africa	2019-07-18 06:20:46
366	tommaenhout	Congressman Davidson asks Meltem Demirors about shitcoins.  #BTC #Altcoin #shitcoin #ripple #ETH #bitcoin #crypto… https://t.co/TrfFJjdAP6	Argentinië	2019-07-18 06:12:21
367	GetTheCrypto1	#bitcoins Altcoins Help The Revolution #BNB - 0x983eFd4ad5F4463EbE5A416cAf99cE3a0ee2B363		2019-07-18 06:08:31
368	Alt_Cash	It pays to have friends! https://t.co/Qf8gtRZl5r #BNB #BNB #private	UK	2019-07-18 06:06:03
369	CoinoMonitor	"Top growing coins at last 1h grouped by rank 
1-20: #EMPR 85.27%, #XRP 0.72%, #LINK -0.03%, #NEO -0.04%, #BNB -0.06… https://t.co/tBdxbtwRDk"		2019-07-18 06:05:04
370	CoinCapsAi	"#bitcoin #&amp; #crypto #market near #key #juncture: #ltc, #bnb, #bch, #trx #analysis 
#instaairdrop #ripplenews… https://t.co/JCioKYvVix"	The World	2019-07-18 06:03:02
371	coinstats	"BinanceCoin - BNB
Price: $27.56
Change in 1h: +0.05%
Market cap: $3,008,414,016.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-18 06:00:37
372	ARafayGadit	@Josh_Rager Also, I believe there will be couple of other ALTs which might outpace ETH growth in the next #altszn.… https://t.co/PIFHzFBFFB	Karachi, Pakistan	2019-07-18 05:52:20
373	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.97 $    (+1.13 %)
$ADA - 0.06 $    (+0.81 %)
$ETC - 5.78 $    (+0.89 %… https://t.co/dYZZeAvEPX"		2019-07-18 05:38:34
374	webnowcompany	#XRP #BNB #LTC #TRX #BTC #DCT #ETH #EOS The total crypto market cap declined towards the $235.0B level and recently… https://t.co/sycKIixM30	USA	2019-07-18 05:21:19
375	nebraskangooner	"#BNB

Relatively straight forward trade set up here.

Nice low risk as well. https://t.co/foDqo5pG7T"	Nebraska, USA	2019-07-18 05:15:25
376	coinstats	"BinanceCoin - BNB
Price: $27.56
Change in 1h: +1.1%
Market cap: $3,008,594,538.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-18 05:00:37
377	Cryptonati2	"Ripple Price (XRP) Signaling Fresh Increase While Bitcoin Still Below $10K

#XRPthestandard #XRP #XRPCommunity #eth… https://t.co/ljzHWChEvR"		2019-07-18 04:56:15
378	CoinFelix	"Our latest portfolio

📈#bnb   score:9.5455/10 
📈#xrp   score:9.0909/10 
📈#ltc   score:9.0909/10 
📈#ppt   score:8.63… https://t.co/HmM3RGMkf6"		2019-07-18 04:53:52
379	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.92 $    (+1.65 %)
$ADA - 0.06 $    (+1.74 %)
$ETC - 5.73 $    (+1.02 %… https://t.co/Y7Syv0Ssr4"		2019-07-18 04:38:21
380	CoinoMonitor	Top12 from big coins: #BSV 4.17%, #BCH 1.25%, #ETH 1.09%, #TRX 0.93%, #ADA 0.82%, #XLM 0.81%, #XRP 0.72%, #EOS 0.43… https://t.co/qJa6imeOHe		2019-07-18 04:33:01
381	coinstats	"BinanceCoin - BNB
Price: $27.31
Change in 1h: -0.14%
Market cap: $2,981,657,073.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-18 04:00:37
382	bnbtoken	"ℹBNB Market Updateℹ
💰 Price [USD]: $27.66
⚡ Price [BTC]: 0.00285
📉 1h: -0.72%
🌚 24h: 10.56%
📊 Volume: $437,404,775… https://t.co/yDvypagDVJ"	Moon	2019-07-18 04:00:08
383	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.86 $    (-0.51 %)
$ADA - 0.06 $    (-0.94 %)
$ETC - 5.67 $    (-0.66 %… https://t.co/3A2WO4ANUS"		2019-07-18 03:38:08
384	SuggestCoin	"@binance you seriously have some issues with your IOS app! 
#BinanceTurns2 but the app still in beta!

@cz_binance 

#Binance #bnb"	Future	2019-07-18 03:19:44
385	inspiring_ty	@binance #bnb #binance $bnb is bullish as F!!! 🚀🚀🚀🚀 last time to load your bag on this one		2019-07-18 03:17:05
386	coinstats	"BinanceCoin - BNB
Price: $27.36
Change in 1h: +0.03%
Market cap: $2,986,739,273.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-18 03:00:37
387	female_satoshi	"💰20x Moon missions 🚀 with the number 1 #crypto derivative exchange.
➡️ https://t.co/JL5s3KnJSN

It's FREE! 💥💥… https://t.co/z0aMdqXvEL"	Singapore	2019-07-18 03:00:02
388	bnbtoken	"ℹBinance Exchange Infoℹ
💰 BNB Price [USD]: $27.84
📊 Trading Volume [24h]: $2,206,455,820
💥 Active Tradingpairs: 522… https://t.co/BFUbfHGi7d"	Moon	2019-07-18 03:00:02
389	NotLennyAUS	While #bitcoin is popping through 10k our favourite project downunder @canyacoin is joining @BinanceLabs as a fello… https://t.co/qx0o21gBSI	Sydney, New South Wales	2019-07-18 02:44:13
390	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.88 $    (-0.26 %)
$ADA - 0.06 $    (+0.02 %)
$ETC - 5.71 $    (-0.4 %)… https://t.co/xR0XR3woAZ"		2019-07-18 02:37:55
391	CoinoMonitor	Top12 from big coins: #TRX 1.26%, #ADA 1.07%, #EOS 0.79%, #BTC 0.74%, #XRP 0.72%, #BNB 0.69%, #BCH 0.64%, #XRP 0.62… https://t.co/fPqKJqOBia		2019-07-18 02:33:01
392	coinexcom	We're delighted to announce that #BNB has now been available for #Futures Trading on #CoinEx. Learn more at… https://t.co/xBpiCbp4GH		2019-07-18 02:05:35
393	coinstats	"BinanceCoin - BNB
Price: $27.43
Change in 1h: +0.76%
Market cap: $2,994,466,084.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-18 02:00:37
394	CoinDeskMarkets	"#BNB/USD ASIA 📈

#Binancecoin volume increased while price fell, a general bearish volume analysis.

Plenty of wick… https://t.co/9Yk9VBsGpC"	New York, NY	2019-07-18 01:46:09
395	cdborrego	The chinese bears and miners dumping their Bitcoin as always...  #Bitcoin #BTC $BTC #ETH #XMR #LTC #BCH #DASH #XRP… https://t.co/qOQ7JKkFKk	179° 56′ 39.4″, +0° 2′ 46.2″	2019-07-18 01:37:57
396	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.89 $    (+2.67 %)
$ADA - 0.06 $    (+2.67 %)
$ETC - 5.73 $    (+1.66 %… https://t.co/tjgMZNYBOl"		2019-07-18 01:37:42
397	Alt_Cash	It pays to have friends! https://t.co/Qf8gtRZl5r #free #BNB #trade	UK	2019-07-18 01:19:03
398	BinanceTrading6	"Which Altcoin are you refusing to ever sell?

 #crypto #binance  #cryptocurrency #blockchain #btc #ethereum #bnb… https://t.co/QHYef9Iwxl"	USA 	2019-07-18 01:11:56
399	GetTheCrypto1	#bitcoinnews Blockchain Because Paper Money Is Worthless #BNB - 0x983eFd4ad5F4463EbE5A416cAf99cE3a0ee2B363		2019-07-18 01:08:32
400	coinstats	"BinanceCoin - BNB
Price: $27.19
Change in 1h: -0.49%
Market cap: $2,968,984,502.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-18 01:00:37
401	bnbtoken	"ℹBNB Market Updateℹ
💰 Price [USD]: $27.55
⚡ Price [BTC]: 0.00287
📉 1h: -0.71%
🚀 24h: 8.90%
📊 Volume: $444,383,253
💎… https://t.co/LSGpvhTZJS"	Moon	2019-07-18 01:00:08
402	GetTheCrypto1	#money Blockchain Are Not Just A Trend #BNB - 0x983eFd4ad5F4463EbE5A416cAf99cE3a0ee2B363		2019-07-18 00:38:32
403	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.79 $    (-0.95 %)
$ADA - 0.05 $    (+0.02 %)
$ETC - 5.64 $    (-0.04 %… https://t.co/ikESirz1nj"		2019-07-18 00:37:29
404	CoinoMonitor	Top12 from big coins: #BNB 1.85%, #XRP 0.72%, #XRP 0.51%, #ADA 0.23%, #USDT 0.05%, #XLM -0.11%, #BTC -0.28%, #BCH -… https://t.co/wLgMHv9N1z		2019-07-18 00:33:02
405	Binance_Profit	#Congratulation 🎉 to all 👨‍👨‍👦‍👦 participate Check your wallet 💼 address #Airdrop #Giveaway #dollar #Crypto #XRP… https://t.co/FFTfPxp9fX		2019-07-18 00:12:26
406	CoinoMonitor	"Top growing coins at last 1h grouped by rank 
1-20: #EMPR 85.27%, #XRP 0.72%, #LINK 0.58%, #BNB 0.22%, #XRP 0.1%
20… https://t.co/zFK9LKMPLh"		2019-07-18 00:05:04
407	hibiscusbnb	"Playing in the sunset
•
•
•
 #Hibiscus #breakfastoftheday #Hibiscushospitality
#breakfastandabed #Bdirect #BnB… https://t.co/Wd5WNHjntc"	Fort Myers, FL	2019-07-18 00:03:07
408	coinstats	"BinanceCoin - BNB
Price: $27.22
Change in 1h: -0.22%
Market cap: $2,971,713,195.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-18 00:00:37
409	female_satoshi	"💰20x Moon missions 🚀 with the number 1 #crypto derivative exchange.
➡️ https://t.co/JL5s3KnJSN

It's FREE! 💥💥… https://t.co/aH3B1miixB"	Singapore	2019-07-18 00:00:02
410	Briants23	"#BTC #Ethereum #BNB #BNBeer 

good morning friend, dont forget follow me if you need easy some money"	United Kingdom	2019-07-17 23:59:07
411	SilentWhstlBlwr	"A Very Exciting Partnership - #Chainlink and @Apple Unite to Defend Data And Secure The Future Of #blockchain.
The… https://t.co/UloBABNqvQ"	Philadelphia, PA	2019-07-17 23:56:30
412	VoCtpgC8Ki241Rg	"Dear stranger to you Salvation to me
#BTC #Bitcoin #Cryptocurrency #Crypto #BNB
↓BTC address
1AcnZqfZWPqK8PcpfXxTTP… https://t.co/ixVnvcdpri"		2019-07-17 23:55:54
413	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.82 $    (-3.02 %)
$ADA - 0.05 $    (-1.92 %)
$ETC - 5.64 $    (-2.68 %… https://t.co/m2b0bzVnQk"		2019-07-17 23:37:16
414	PagoCashCoin	"48 hours for our next weekly token burn. Stay tuned  because its going to be a BIG ONE🔥🔥

Visit us at… https://t.co/nVCIPpgxQX"		2019-07-17 23:25:45
415	Crypto____World	"Apollo Currency is just Starting its Run to the top🚀
Every Department from DEVS , to the Team in all areas is worki… https://t.co/zJeslYeJJd"		2019-07-17 23:13:12
416	coinstats	"BinanceCoin - BNB
Price: $27.29
Change in 1h: -0.88%
Market cap: $2,978,905,977.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-17 23:00:37
417	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.94 $    (+0.02 %)
$ADA - 0.06 $    (-1.21 %)
$ETC - 5.79 $    (-0.21 %… https://t.co/AKEPIO3jNq"		2019-07-17 22:37:03
418	nieuwpoort1987n	To all $nano haters: In the near future nano will look slow. That time comes when we all get a #neuralace from… https://t.co/WSF6zLM0nR		2019-07-17 22:35:08
419	CoinoMonitor	Top12 from big coins: #BNB 1.77%, #XRP 0.72%, #BSV 0.6%, #EOS 0.58%, #BTC 0.5%, #ETH 0.31%, #LTC 0.3%, #BCH 0.29%,… https://t.co/WzIgjXAaH7		2019-07-17 22:33:01
420	GetTheCrypto1	#cryptocurrencies Blockchain Support The Future #BNB - 0x983eFd4ad5F4463EbE5A416cAf99cE3a0ee2B363		2019-07-17 22:08:31
421	BandBTraveler	Four Elements Luxury Retreat, vacation rental in Raglan, best bed &amp; breakfasts near me #NewZealand #inns #bnb… https://t.co/QSpMMwkx6v	Worldwide	2019-07-17 22:07:12
422	CoinoMonitor	"Top growing coins at last 1h grouped by rank 
1-20: #EMPR 85.27%, #LTC 1.88%, #LINK 1.66%, #XLM 1.5%, #BNB 1.49%
20… https://t.co/aWYOAQr19n"		2019-07-17 22:05:04
423	CoinsZoneNews	#Huobi #cryptocurrency #exchange will convert its #HUSD token from its current #stablecoin system to an ERC-20 toke… https://t.co/7tjGrtQxvU	Earth	2019-07-17 22:01:53
424	coinstats	"BinanceCoin - BNB
Price: $27.48
Change in 1h: +1.46%
Market cap: $3,000,117,094.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-17 22:00:38
425	bnbtoken	"ℹBNB Market Updateℹ
💰 Price [USD]: $27.82
⚡ Price [BTC]: 0.00282
🚀 1h: 2.05%
🚀 24h: 7.81%
📊 Volume: $440,269,651
💎… https://t.co/WWmDVbNQYP"	Moon	2019-07-17 22:00:10
426	bnbtoken	"ℹBinance Exchange Infoℹ
💰 BNB Price [USD]: $27.82
📊 Trading Volume [24h]: $2,408,761,466
💥 Active Tradingpairs: 522… https://t.co/VFsBen9YnE"	Moon	2019-07-17 22:00:01
427	uzgaroth	"I will have my #bitcoin wallet  implanted in my brain, thank you @BoredElonMusk for this 
Awesome technology 😎… https://t.co/hwSiBdOk5s"	Washington, DC	2019-07-17 21:56:20
428	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.94 $    (+0.25 %)
$ADA - 0.06 $    (+1.33 %)
$ETC - 5.81 $    (+1.33 %… https://t.co/LfyD1PNqRJ"		2019-07-17 21:36:50
429	scottcarat	"Seriously @cz_binance wants to follow // unfollow me on IG 🤭

Feeling hurt he didn’t DM me at least 😭 #BNB https://t.co/sVYxGsS9M4"	The middle	2019-07-17 21:18:07
430	GannMarkets	"Values of the highest market cap 10 Cryptocurrencies :
1. #btc $9688
2. #eth $212.811
3. #xrp $0.31603176
4. #ltc $… https://t.co/9DJ79B5kpT"		2019-07-17 21:05:05
431	coinstats	"BinanceCoin - BNB
Price: $27.15
Change in 1h: -0.52%
Market cap: $2,964,348,841.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-17 21:00:37
432	CryptoWeatherON	Most traded coins - Tuesday, 16 July 2019 #cryptoweather #crypto #weather #btc #eth #bnb #eth #bnb https://t.co/6LqyzE1638		2019-07-17 20:55:40
433	caldwelhousebnb	"Pic of the Day... Perkins Memorial Drive, Bear Mountain State Park

#HudsonValley #BedandBreakfast #BnB #Romance… https://t.co/nw3h8Q2vx3"	Salisbury Mills, NY	2019-07-17 20:45:04
434	jmauli	@bbands My top 4 alts in no particular order #BNB #ETH #ADA #LTC	Samoa	2019-07-17 20:44:06
435	CryptoPolka	"#Binancecoin is up 3.74% on the day!!
#BNB is currently trading at $27.13 #USD
On the 7 Day chart $BNB is down 13.7… https://t.co/WA65ybXFbt"	Earth	2019-07-17 20:43:15
436	1CryptoGod	@equaltoken @Binance_DEX @cz_binance Finally a great wallet to use for binance dex!!! Great to have this update.… https://t.co/NadHLzvWQx	Deutschland	2019-07-17 20:38:20
437	BoersenMedien	#Binance Coin #BNB drops -1.6% in one hour. #Stellar #XLM drops -1.59% in one hour. #TRON #TRX drops -1.3% in one hour.	Berli	2019-07-17 20:38:02
438	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.93 $    (-0.59 %)
$ADA - 0.06 $    (-1.76 %)
$ETC - 5.73 $    (-0.64 %… https://t.co/X58uATrQoF"		2019-07-17 20:36:37
439	CoinoMonitor	Top12 from big coins: #XRP 0.72%, #BCH 0.35%, #BSV 0.31%, #XRP 0.25%, #USDT -0.05%, #ETH -0.14%, #EOS -0.45%, #LTC… https://t.co/YZSj3I5o8l		2019-07-17 20:33:01
440	zycerp	Price Analysis 17/07: #BTC, #ETH, #XRP, #LTC, #BCH, #EOS, #BNB, #BSV, #XLM, #TRX ⁦via @Cointelegraph⁩  https://t.co/heOc8E4OBG	San Francisco, CA	2019-07-17 20:16:19
441	coinstats	"BinanceCoin - BNB
Price: $27.28
Change in 1h: -1.29%
Market cap: $2,978,358,914.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-17 20:00:37
442	cryptobsignals	BUY BTC-BNB @ 0.0027944 BTC  #BTC #BNB	World	2019-07-17 20:00:16
443	female_satoshi	"Register with @Delta_Exchange for up to 100x Leverage!
Delta Exchange allows you to go long/short on your trades!📈📉… https://t.co/nynx7ZbI6k"	Singapore	2019-07-17 20:00:02
444	_blockandchain_	"Only 4% of ‘top’ #altcoins did well vs #Bitcoin last year😱

#Chainlink is up 637%

#Holochain is up 97% 

#RVN is u… https://t.co/0U6zkCAL53"	Guangdong, People's Republic of China	2019-07-17 20:00:00
445	CryptoWeatherON	Most #BTC volume coins - Tuesday, 16 July 2019 #cryptoweather #crypto #weather #bnb #eth #xrp #eos #ltc https://t.co/3DXpUryNQz		2019-07-17 19:55:17
446	BitDiggler	"Starting a new porn company in 6 months or less. We will be accepting crypto for payment.

We will also be selling… https://t.co/7cPjLnm7iW"		2019-07-17 19:44:41
447	CryptoWeatherON	Most $ volume coins - Tuesday, 16 July 2019 #cryptoweather #crypto #weather #btc #eth #bnb #eos #xrp https://t.co/ApiDAiTvJg		2019-07-17 19:40:16
448	ScotList	Rumblie Guest House is located in highland village of Laggan situated within the Cairngorms National Park near East… https://t.co/NkI4fJgnYu	Scotland UK Worldwide	2019-07-17 19:40:00
449	AminZre	I m slowly becoming a #bitcoin #BNB maxialist... After few years of crypto it s the safest choice! DYOR	Bruxelles, Belgique	2019-07-17 19:36:53
450	BinancePrices	"🔄 Prices update in $USDT (1 hour):

$EOS - 3.96 $    (-1.64 %)
$ADA - 0.06 $    (-1.38 %)
$ETC - 5.77 $    (-1.84 %… https://t.co/uzmaq717p2"		2019-07-17 19:36:24
451	LegendCrypto	Where is the market going now? #bitcoin #ethereum #litecoin #digibyte #dgb #tron #trx #ripple #xrp #zcash #zec… https://t.co/1M3mRt45vb	United States	2019-07-17 19:22:07
452	tatsizhakan	"FELIXO AIRDROP

Est:32 USD

👇🏻
https://t.co/Tc3JU8xTZT

#btc #eth #xrp #xlm #eos #etc #neo #gas #trx #btt #ltc… https://t.co/EyWupTzwU7"		2019-07-17 19:16:59
453	WarDogsGaming1	@JohanHegg @Vodor2 @arbitragingco @binance That’s cool my brother, there are several passive income options that wi… https://t.co/jLYRHGp2f6	United States	2019-07-17 19:14:58
454	YottaMatrix	"Current Price Of:
#BTC: $9930.69712707
#BCH: $299.718347632
#BNB: $27.5954924224
#TRX: $0.0235616148
#BTT: $0.0009118113"	Malta	2019-07-17 19:00:38
455	coinstats	"BinanceCoin - BNB
Price: $27.60
Change in 1h: +0.44%
Market cap: $3,012,751,407.00
Ranking: 8
#BinanceCoin #BNB"	Blockchain	2019-07-17 19:00:37
456	bnbtoken	"ℹBNB Market Updateℹ
💰 Price [USD]: $27.88
⚡ Price [BTC]: 0.00282
📈 1h: 0.45%
🚀 24h: 7.94%
📊 Volume: $435,929,701
💎… https://t.co/qKPEgFpSlf"	Moon	2019-07-17 19:00:08
457	SolidumCapital	"Here are last weeks top crypto market: 
📈gainers: #BTG, #BTC, #BNB 
&amp;
📉losers: #BSV, #ONT, #NEM https://t.co/arzaJbR1fa"	Republic of Slovenia	2019-07-17 18:58:01
458	AminZre	@cz_binance the best accessory for your flip-flops! also available with #BNB logo 100% handmade and ecological… https://t.co/FOdf7tDCgO	Bruxelles, Belgique	2019-07-17 18:54:30
459	PhotographerHA	#BNB  Exit 7$ Buy 27$ Sell thank you @cz_binance ❤ :)		2019-07-17 18:49:42
460	Binance_News_	"350,000.00 USDT  from unknown wallet to binance https://t.co/AgeStRX4Ge
#bnb #usebnb #binance"	Malta	2019-07-17 18:44:13
461	firelakeco	"$30 #BNB soon 🤘

#BINANCE #BUIDL #DOUBLEDIP https://t.co/xM3HpAMjZl"	Earth	2019-07-17 18:42:56
